GeneID	TotalCounts
g327	80
g328	1110
g329	79
g33	228
g330	1108
g331	25
g332	64
g333	81
g334	85
g335	46
g336	32
g337	16
g338	23073
g339	50
g34	0
g340	98
g341	1356
g342	1960
g343	349
g344	115
g345	8331
g346	48
g347	56
g348	70
g349	103950
g35	0
g350	52
g351	123
g352	42
g353	16
g354	149
g355	27
g356	11
g357	106
g358	71
g359	10
g36	0
g360	261
g361	2
g362	70
g363	16
g364	45
g365	24
g366	193
g367	1888
g368	74
g369	21
g37	0
g370	20
g371	383
g372	250
g373	89
g374	35
g375	21
g376	1360
g377	3
g378	3
g379	3
g38	104
g380	70
g381	61
g382	15
g383	1405
g384	1594
g385	1239
g386	80
g387	678
g388	192
g389	17
g39	22
g390	1179
g391	52
g392	10
g393	22
g394	142
g395	23
g396	29
g397	20
g398	15
g399	56
g4	0
g40	29
g400	5
g401	29
g402	0
g403	275
g404	10
g405	35
g406	11
g407	14
g408	932
g409	1795
g41	28
g410	174
g411	196
g412	747
g413	112
g414	157
g415	32
g416	82
g417	63
g418	24
g419	25
g42	28
g420	17
g421	7
g422	23
g423	33191
g424	316
g425	65
g426	3670
g427	8
g428	1317
g429	40
g43	23
g430	25
g431	561
g432	0
g433	0
g434	0
g435	0
g436	0
g437	0
g438	0
g439	0
g44	37
g440	0
g441	0
g442	43
g443	615
g444	193
g445	43
g446	147
g447	128
g448	20
g449	31
g45	31
g450	74673
g451	92
g452	312
g453	188
g454	402
g455	584
g456	165
g457	11167
g458	12
g459	8
g46	51
g460	223
g461	3090
g462	191
g463	24
g464	0
g465	7
g466	21
g467	19
g468	492
g469	10
g47	31
g470	13
g471	87
g472	19
g473	4105
g474	3
g475	0
g476	0
g477	0
g478	0
g479	0
g48	33
g480	3639
g481	400
g482	26
g483	482
g484	4209
g485	120
g486	195
g487	376
g488	9
g489	530
g49	11
g490	37
g491	118
g492	16160
g493	10
g494	100
g495	391
g496	8
g497	9
g498	85
g499	26
g5	0
g50	30
g500	1016
g501	33
g502	87
g503	661
g504	4153
g505	2999
g506	10758
g507	374
g508	453
g509	100
g51	37
g510	192
g511	42
g512	726
g513	7595
g514	2462
g515	793
g516	326
g517	76
g518	2537
g519	37
g52	18
g520	44
g521	23
g522	12
g523	12
g524	17
g525	35
g526	2739
g527	511
g528	994
g529	419
g53	44
g530	210591
g531	20
g532	320
g533	5
g534	24
g535	23
g536	33
g537	51
g538	21
g539	169
g54	29
g540	57
g541	58102
g542	649
g543	42
g544	42
g545	501
g546	568
g547	159
g548	51
g549	20
g55	62
g550	338
g551	157
g552	975
g553	816
g554	268
g555	17
g556	71
g557	458
g558	78
g559	1147
g56	29
g560	30334
g561	223
g562	2531
g563	1856
g564	1138
g565	31
g566	370
g567	216
g568	940
g569	62
g57	25
g570	35
g571	19
g572	9
g573	9789
g574	1212
g575	39
g576	49
g577	584
g578	42
g579	9026
g58	29
g580	2535
g581	0
g582	141
g583	717
g584	5
g585	18
g586	22
g587	162
g588	6934
g589	190
g59	55
g590	1256
g591	225
g592	1895
g593	92
g594	33
g595	697
g596	72
g597	32
g598	2
g599	1
g6	0
g60	14
g600	17
g601	0
g602	0
g603	2
g604	102
g605	0
g606	0
g607	33
g608	1152
g609	110136
g61	22
g610	26
g611	35
g612	11
g613	96
g614	45
g615	134
g616	5535
g617	5304
g618	242
g619	1431
g62	20
g620	845
g621	225
g622	101
g623	36
g624	127
g625	185
g626	1131
g627	1914
g628	1758
g629	142
g63	30
g630	64
g631	2194
g632	8826
g633	5867
g634	33
g635	34
g636	31
g637	6092
g638	9
g639	14753
g64	13
g640	638
g641	34
g642	98
g643	66
g644	225
g645	839
g646	193
g647	1627
g648	23603
g649	42
g65	40
g650	32
g651	1001
g652	899
g653	122
g654	348
g655	2379
g656	506
g657	32841
g658	3367
g659	203
g66	17
g660	44
g661	70
g662	3962
g663	1956
g664	548
g665	267
g666	100
g667	952
g668	577
g669	531
g67	42
g670	1483
g671	1543
g672	195
g673	74
g674	34
g675	343
g676	92
g677	9
g678	19
g679	18
g68	51
g680	189
g681	216
g682	1320
g683	27
g684	28
g685	2230
g686	36
g687	4604
g688	6168
g689	2048
g69	155
g690	28
g691	27
g692	37
g693	60
g694	11
g695	48
g696	8859
g697	262
g698	75
g699	3740
g7	0
g70	56
g700	71
g701	47
g702	59
g703	306
g704	24
g705	3049
g706	74
g707	1214
g708	55
g709	207
g71	126
g710	6859
g711	303
g712	158
g713	1834
g714	33
g715	18
g716	72
g717	1428
g718	3876
g719	228
g72	53
g720	5606
g721	3689
g722	2084
g723	2393
g724	24
g725	38
g726	56
g727	28
g728	34
g729	4907
g73	40
g730	2570
g731	1361
g732	1603
g733	445
g734	114
g735	3235
g736	5447
g737	1248
g738	386
g739	47
g74	32
g740	2022
g741	13784
g742	80
g743	14
g744	1232
g745	535
g746	1432
g747	132
g748	36
g749	3223
g75	12
g750	1238
g751	1577
g752	23
g753	88
g754	440
g755	470
g756	166
g757	53
g758	39
g759	785
g76	31
g760	32285
g761	1782
g762	132
g763	72
g764	54
g765	37
g766	2119
g767	1573
g768	50
g769	440
g77	45
g770	288
g771	11232
g772	1058
g773	29
g774	46
g775	142
g776	28
g777	31
g778	18
g779	18
g78	27
g780	46
g781	0
g782	22
g783	37
g784	66
g785	18
g786	76
g787	18
g788	59
g789	20
g79	28
g790	19
g791	17
g792	133
g793	13
g794	22
g795	28
g796	61
g797	8
g798	14
g799	35
g8	83
g80	17
g800	18
g801	69
g802	27
g803	51
g804	22
g805	143
g806	265
g807	23
g808	42
g809	138
g81	16
g810	14
g811	160
g812	9583
g813	1664
g814	343
g815	1082
g816	244
g817	28
g818	55
g819	70
g82	46
g820	80
g821	15
g822	18
g823	80
g824	36
g825	4
g826	30
g827	66
g828	505
g829	11
g83	18
g830	12
g831	41
g832	38
g833	33
g834	3
g835	3
g836	2216
g837	22
g838	6
g839	651
g84	25
g840	10
g841	30
g842	11
g843	3184
g844	43
g845	18
g846	28
g847	17
g848	84
g849	15
g85	14
g850	400
g851	90
g852	65
g853	515
g854	408
g855	110
g856	47
g857	3616
g858	26
g859	70
g86	35
g860	32
g861	99
g862	7695
g863	41
g864	22
g865	8489
g866	2280
g867	125
g868	167
g869	60
g87	39
g870	14
g871	117
g872	579
g873	132
g874	60
g875	133
g876	182
g877	1532
g878	3990
g879	2086
g88	10
g880	1817
g881	19
g882	27
g883	5
g884	11
g885	15
g886	25
g887	26
g888	19
g889	40
g89	13
g890	11
g891	76
g892	30
g893	757
g894	877
g895	90
g896	433
g897	2783
g898	41
g899	322
g9	50
g90	12
g900	15
g901	1
g902	26
g903	869
g904	69
g905	58
g906	66
g907	27
g908	4
g909	29
g91	19
g910	180
g911	129
g912	13
g913	1450
g914	803
g915	70
g916	72
g917	155
g918	828
g919	0
g92	36
g920	0
g921	0
g922	730
g923	0
g924	11
g925	95
g926	7649
g927	56
g928	3552
g929	2381
g93	29
g930	2332
g931	78
g932	485
g933	21
g934	0
g935	10
g936	6
g937	13
g938	0
g939	8
g94	99
g940	430
g941	34
g942	19
g943	100
g944	595
g945	244
g946	673
g947	17
g948	32
g949	297
g95	47
g950	1404
g951	306
g952	351
g953	9
g954	390
g955	41
g956	168
g957	12
g958	28
g959	1313
g96	14
g960	4
g961	19
g962	61
g963	990
g964	43
g965	160
g966	13
g967	36
g968	2500
g969	306
g97	8
g970	43
g971	301
g972	302
g973	39
g974	188
g975	25
g976	22
g977	3061
g978	120
g979	7713
g98	12
g980	33660
g981	8258
g982	3
g983	260
g984	0
g985	0
g986	0
g987	34
g988	8
g989	0
g99	22
g990	27
g991	90
g992	23
g993	27
g994	1826
g995	448
g996	94
g997	2
g998	1029
g999	477
__no_feature	1372368
__ambiguous	14025
__too_low_aQual	0
__not_aligned	4127808
__alignment_not_unique	90004
