GeneID	TotalCounts
g308	1
g309	0
g31	0
g310	0
g311	282
g312	2866
g313	1838
g314	245
g315	241
g316	3
g317	0
g318	3745
g319	4
g32	7
g320	68
g321	20
g322	820
g323	218
g324	0
g325	0
g326	0
g327	2
g328	3115
g329	61
g33	90
g330	1451
g331	4
g332	38
g333	8
g334	0
g335	0
g336	0
g337	0
g338	7685
g339	1
g34	2
g340	6
g341	147
g342	4873
g343	850
g344	79
g345	11337
g346	9
g347	10
g348	16
g349	77949
g35	0
g350	2
g351	21
g352	0
g353	0
g354	0
g355	0
g356	0
g357	16
g358	37
g359	1
g36	0
g360	147
g361	8
g362	35
g363	0
g364	0
g365	1
g366	1366
g367	6670
g368	6
g369	0
g37	0
g370	0
g371	57
g372	133
g373	0
g374	6
g375	0
g376	1972
g377	0
g378	0
g379	0
g38	0
g380	31
g381	41
g382	0
g383	3354
g384	1397
g385	1509
g386	4
g387	482
g388	22
g389	15
g39	0
g390	2835
g391	0
g392	0
g393	0
g394	0
g395	0
g396	0
g397	3
g398	0
g399	29
g4	0
g40	0
g400	0
g401	0
g402	0
g403	134
g404	0
g405	0
g406	0
g407	0
g408	988
g409	1193
g41	0
g410	114
g411	112
g412	2493
g413	1
g414	627
g415	0
g416	4
g417	0
g418	1
g419	0
g42	0
g420	0
g421	0
g422	25
g423	10482
g424	533
g425	55
g426	10772
g427	0
g428	2259
g429	0
g43	0
g430	4
g431	1718
g432	0
g433	0
g434	0
g435	0
g436	0
g437	0
g438	0
g439	0
g44	0
g440	0
g441	0
g442	0
g443	1224
g444	173
g445	174
g446	51
g447	33
g448	0
g449	0
g45	0
g450	129870
g451	0
g452	43
g453	43
g454	113
g455	162
g456	51
g457	10738
g458	9
g459	37
g46	0
g460	85
g461	5668
g462	286
g463	0
g464	0
g465	1
g466	0
g467	0
g468	1735
g469	2
g47	0
g470	5
g471	0
g472	0
g473	13723
g474	0
g475	0
g476	0
g477	0
g478	0
g479	0
g48	0
g480	3501
g481	628
g482	0
g483	715
g484	3479
g485	26
g486	112
g487	317
g488	0
g489	24
g49	0
g490	35
g491	149
g492	5197
g493	2
g494	22
g495	575
g496	2
g497	0
g498	6
g499	0
g5	0
g50	0
g500	1114
g501	0
g502	1
g503	1789
g504	6303
g505	6041
g506	11093
g507	1069
g508	598
g509	26
g51	0
g510	374
g511	8
g512	1293
g513	4937
g514	4028
g515	982
g516	262
g517	175
g518	4723
g519	136
g52	0
g520	0
g521	0
g522	0
g523	0
g524	1
g525	0
g526	2107
g527	607
g528	1501
g529	217
g53	0
g530	169698
g531	0
g532	464
g533	1
g534	28
g535	1
g536	15
g537	0
g538	0
g539	0
g54	1
g540	0
g541	174001
g542	562
g543	0
g544	1
g545	1684
g546	1395
g547	112
g548	1
g549	0
g55	0
g550	432
g551	14
g552	1592
g553	3327
g554	796
g555	48
g556	0
g557	406
g558	12
g559	562
g56	1
g560	7942
g561	11
g562	3322
g563	2492
g564	731
g565	16
g566	946
g567	848
g568	9624
g569	43
g57	0
g570	19
g571	0
g572	0
g573	28258
g574	950
g575	585
g576	62
g577	423
g578	0
g579	14739
g58	0
g580	3085
g581	0
g582	7
g583	896
g584	0
g585	0
g586	0
g587	137
g588	9239
g589	11
g59	0
g590	2149
g591	94
g592	3632
g593	0
g594	58
g595	1466
g596	36
g597	10
g598	24
g599	5
g6	0
g60	0
g600	0
g601	0
g602	0
g603	0
g604	6
g605	0
g606	0
g607	85
g608	1496
g609	43503
g61	0
g610	0
g611	1
g612	0
g613	35
g614	12
g615	99
g616	12587
g617	11544
g618	260
g619	1440
g62	0
g620	197
g621	308
g622	2
g623	0
g624	240
g625	146
g626	4285
g627	4082
g628	1796
g629	22
g63	0
g630	10
g631	3201
g632	27888
g633	21513
g634	0
g635	2
g636	3
g637	5916
g638	7
g639	8692
g64	0
g640	3426
g641	14
g642	362
g643	40
g644	73
g645	1879
g646	75
g647	1054
g648	33329
g649	12
g65	0
g650	17
g651	3146
g652	1589
g653	110
g654	244
g655	4372
g656	1564
g657	21290
g658	7981
g659	75
g66	0
g660	4
g661	1
g662	8136
g663	5548
g664	1032
g665	392
g666	321
g667	1053
g668	1088
g669	965
g67	0
g670	627
g671	805
g672	49
g673	12
g674	0
g675	308
g676	9
g677	0
g678	0
g679	0
g68	0
g680	187
g681	307
g682	2725
g683	0
g684	0
g685	2667
g686	1
g687	7632
g688	7358
g689	4594
g69	0
g690	1
g691	2
g692	0
g693	8
g694	0
g695	47
g696	9172
g697	22
g698	2
g699	9036
g7	0
g70	0
g700	54
g701	18
g702	3
g703	491
g704	121
g705	5831
g706	160
g707	2208
g708	0
g709	278
g71	0
g710	3918
g711	549
g712	80
g713	1920
g714	0
g715	0
g716	9
g717	2515
g718	9602
g719	198
g72	0
g720	5311
g721	8745
g722	7388
g723	2459
g724	0
g725	0
g726	3
g727	0
g728	0
g729	5102
g73	0
g730	4904
g731	3014
g732	1776
g733	426
g734	24
g735	6298
g736	4384
g737	1245
g738	388
g739	31
g74	0
g740	1357
g741	19056
g742	0
g743	0
g744	1811
g745	554
g746	2608
g747	360
g748	10
g749	5689
g75	0
g750	1361
g751	2086
g752	0
g753	0
g754	420
g755	799
g756	318
g757	6
g758	30
g759	1353
g76	0
g760	48398
g761	7224
g762	16
g763	5
g764	0
g765	1
g766	4426
g767	5117
g768	1
g769	361
g77	0
g770	1175
g771	19335
g772	2176
g773	6
g774	4
g775	358
g776	24
g777	0
g778	0
g779	0
g78	0
g780	0
g781	0
g782	0
g783	0
g784	0
g785	0
g786	0
g787	0
g788	0
g789	0
g79	0
g790	0
g791	0
g792	0
g793	0
g794	0
g795	0
g796	0
g797	0
g798	0
g799	0
g8	15
g80	0
g800	0
g801	0
g802	0
g803	0
g804	0
g805	0
g806	1155
g807	1
g808	65
g809	276
g81	0
g810	0
g811	109
g812	5588
g813	1835
g814	109
g815	659
g816	434
g817	18
g818	4
g819	0
g82	1
g820	0
g821	0
g822	0
g823	0
g824	0
g825	0
g826	0
g827	0
g828	572
g829	4
g83	0
g830	0
g831	0
g832	0
g833	0
g834	0
g835	0
g836	1021
g837	1
g838	0
g839	1149
g84	0
g840	0
g841	0
g842	0
g843	4786
g844	0
g845	0
g846	0
g847	0
g848	0
g849	0
g85	0
g850	211
g851	63
g852	79
g853	1315
g854	985
g855	306
g856	125
g857	5384
g858	0
g859	11
g86	0
g860	0
g861	33
g862	5775
g863	24
g864	12
g865	23004
g866	6493
g867	17
g868	194
g869	7
g87	0
g870	0
g871	242
g872	1306
g873	48
g874	56
g875	32
g876	151
g877	1223
g878	3465
g879	2288
g88	0
g880	240
g881	0
g882	0
g883	1
g884	0
g885	0
g886	0
g887	1
g888	0
g889	0
g89	0
g890	0
g891	21
g892	4
g893	1098
g894	1326
g895	51
g896	1013
g897	5941
g898	0
g899	373
g9	4
g90	0
g900	0
g901	0
g902	14
g903	1130
g904	14
g905	0
g906	12
g907	0
g908	0
g909	0
g91	0
g910	24
g911	12
g912	0
g913	2167
g914	1484
g915	102
g916	1
g917	389
g918	1434
g919	0
g92	0
g920	0
g921	0
g922	1537
g923	0
g924	1
g925	2
g926	14977
g927	2
g928	8870
g929	2784
g93	0
g930	5758
g931	31
g932	287
g933	19
g934	0
g935	0
g936	0
g937	0
g938	2
g939	0
g94	0
g940	1085
g941	2
g942	1
g943	135
g944	1880
g945	524
g946	741
g947	0
g948	0
g949	94
g95	0
g950	1416
g951	410
g952	510
g953	41
g954	411
g955	0
g956	563
g957	0
g958	0
g959	689
g96	3
g960	0
g961	0
g962	88
g963	2238
g964	15
g965	305
g966	0
g967	0
g968	1765
g969	542
g97	0
g970	0
g971	74
g972	61
g973	1
g974	126
g975	0
g976	1
g977	694
g978	101
g979	7457
g98	0
g980	18708
g981	28085
g982	0
g983	66
g984	0
g985	0
g986	0
g987	4
g988	0
g989	0
g99	0
g990	0
g991	2
g992	0
g993	14
g994	4654
g995	2720
g996	10
g997	0
g998	606
g999	746
__no_feature	1086447
__ambiguous	18110
__too_low_aQual	0
__not_aligned	1170657
__alignment_not_unique	149175
